date,player,session_type,duration,total_distance_m,running_m,HSR_m,sprint_m,HI_m,acc_cnt,dec_cnt,high_acc_cnt,high_dec_cnt,player_load
2025-04-28,Jason Momoa,FULL TRAINING,01:46:00,10041,703,198,1,200,248,163,19,24,645.0708170945547
2024-11-25,Cristiano Ronaldo,FULL TRAINING,01:01:00,5702,634,74,1,76,294,430,14,5,821.3273306277857
2025-04-01,Jamie Foxx,FULL TRAINING,01:08:00,6746,2013,224,6,231,462,315,17,10,583.8109853472874
2024-08-08,Usain Bolt,FULL TRAINING,00:38:00,4819,337,143,43,187,223,300,23,26,278.9212397730585
2025-03-18,Jamie Foxx,FULL TRAINING,01:16:00,6897,689,61,45,107,312,256,16,13,925.2666314258809
2024-10-03,Jason Momoa,FULL TRAINING,00:43:00,7783,471,108,8,116,96,0,8,0,730.2272068761629
2024-10-22,Adam Sandler,FULL TRAINING,00:54:00,2565,772,20,19,37,236,269,11,4,455.5601552789446
2025-01-24,George Clooney,FULL TRAINING,01:13:00,4522,567,142,141,269,368,461,28,38,451.3808834595195
2024-10-04,Leonardo DiCaprio,FULL TRAINING,01:22:00,6064,1386,97,2,99,222,121,16,6,896.8915611236912
2024-09-09,Jason Momoa,FULL TRAINING,00:56:00,10593,336,336,17,354,222,279,34,11,761.778837421745
2024-09-20,Leonardo DiCaprio,FULL TRAINING,00:38:00,703,1251,134,3,137,29,58,18,58,611.9264413848616
2025.01.22,Jason Momoa,FULL TRAINING,01:47:00,9160,468,155,116,272,366,389,15,2,1096.907653408682
2024-07-31,Usain Bolt,FULL TRAINING,01:16:00,4397,569,193,9,203,257,341,7,5,699.2021578934474
2024.08.09,Gerard Butler,FULL TRAINING,00:56:00,3616,415,37,10,47,218,401,16,14,85.32786468364469
2024-11-11,John Cena,FULL TRAINING,00:22:00,0,143,149,148,254,298,457,22,47,824.9565299370349
2025-05-03,Vin Diesel,OFFICIAL MATCH,01:29:00,9537,2043,605,258,864,466,416,33,76,1215.1657013183133
2024-08-27,Jason Momoa,FULL TRAINING,00:54:00,5525,376,91,14,105,254,181,9,12,651.8101788147274
2024.11.22,Leonardo DiCaprio,FULL TRAINING,01:01:00,3394,351,22,18,40,186,190,9,12,301.9298648620198
2024-06-17,Chris Hemsworth,FULL TRAINING,00:58:00,4782,597,114,114,194,342,291,10,7,832.7742007490676
2025-04-10,Gerard Butler,FULL TRAINING,01:44:00,5821,496,70,1,72,385,503,16,11,926.478125869315
2025-05-10,Mark Wahlberg,OFFICIAL MATCH,01:31:00,10813,2029,629,309,939,583,594,26,35,1293.3668928887655
2024.09.10,Chris Hemsworth,FULL TRAINING,01:30:00,9279,354,196,30,227,194,236,10,0,141.49701691266466
2024-08-30,John Cena,FULL TRAINING,00:49:00,575,554,231,9,241,215,54,3,54,340.47559519317986
2024-11-04,Chris Hemsworth,FULL TRAINING,01:19:00,884,772,347,73,421,171,182,7,11,521.6395889699759
2025.03.26,Usain Bolt,FULL TRAINING,01:36:00,5425,593,145,40,186,223,328,12,4,755.8068419119452
2025-03-13,Ryan Reynolds,FULL TRAINING,01:15:00,4367,584,158,73,232,350,366,53,42,748.7984699910576
2024.07.04,Robert Downey Jr.,FULL TRAINING,01:06:00,6419,352,122,73,195,207,165,10,24,842.5030313065713
2024-07-02,Robert Downey Jr.,FULL TRAINING,01:43:00,12445,433,185,12,197,291,406,29,46,707.5352950722405
2024-06-18,Cristiano Ronaldo,FULL TRAINING,01:43:00,8963,965,65,21,87,286,572,4,17,689.7211254296249
2024-06-24,John Cena,FULL TRAINING,01:12:00,4777,901,123,67,191,278,318,16,7,729.0576483754946
2024-11-22,Mark Wahlberg,FULL TRAINING,00:42:00,3672,478,477,5,482,184,307,13,19,545.9429548039809
2024-09-17,Usain Bolt,FULL TRAINING,01:10:00,6630,797,67,11,78,311,181,10,14,608.4169570746667
2024.07.16,Cristiano Ronaldo,FULL TRAINING,01:44:00,9030,259,60,51,112,266,65,9,10,401.5445547260772
2024-11-19,Jamie Foxx,FULL TRAINING,00:53:00,3757,575,281,280,556,157,233,1,13,172.30092709261856
2025-04-30,Mark Wahlberg,FULL TRAINING,01:34:00,10939,1242,193,1,195,488,507,14,26,854.4622700398183
2025.04.07,Ryan Reynolds,FULL TRAINING,01:45:00,12253,1081,161,70,231,318,406,13,8,550.3478764108328
2024-10-24,Gerard Butler,FULL TRAINING,00:49:00,6036,224,224,13,238,260,284,20,2,416.54087378513395
2025-03-29,Mark Wahlberg,OFFICIAL MATCH,01:29:00,11075,1284,947,192,1139,758,680,41,6,1305.5248802387166
2024-06-29,Usain Bolt,OFFICIAL MATCH,01:45:00,11192,1169,462,367,830,733,685,30,140,1235.2423029293125
2025-05-05,Cristiano Ronaldo,FULL TRAINING,01:21:00,9010,666,472,12,485,338,299,14,13,273.46534264353613
2024.12.04,John Cena,FULL TRAINING,01:09:00,3449,828,355,44,400,321,456,36,18,520.7245791225416
2024-07-23,Gerard Butler,FULL TRAINING,02:05:00,12296,449,150,15,165,102,44,7,1,783.4975399449149
2024-12-04,Gerard Butler,FULL TRAINING,01:49:00,7863,241,240,13,254,160,186,10,7,575.9340929651802
2025-02-08,Jason Momoa,OFFICIAL MATCH,00:56:00,4639,1909,703,42,745,539,553,58,34,1275.4377569823455
2024-09-11,Jamie Foxx,FULL TRAINING,01:34:00,6617,397,41,16,57,124,115,4,33,995.0102523749226
2024-06-28,Mark Wahlberg,FULL TRAINING,01:38:00,7060,1991,586,585,843,273,287,18,9,240.51520158481696
2024-09-27,Robert Downey Jr.,FULL TRAINING,01:14:00,7681,261,112,14,127,255,267,46,12,870.1918629709805
2024-09-18,Cristiano Ronaldo,FULL TRAINING,01:14:00,4485,369,271,55,327,158,0,11,0,448.4250907564682
2025-04-11,Jamie Foxx,FULL TRAINING,01:37:00,4282,361,61,7,69,337,260,3,42,564.9347657924795
2024.09.09,Mark Wahlberg,FULL TRAINING,01:35:00,7522,271,172,171,219,151,128,4,24,397.16748943077766
2025-01-07,Cristiano Ronaldo,FULL TRAINING,01:42:00,8021,691,175,175,328,277,225,44,33,674.885374737586
2024-11-26,Gerard Butler,FULL TRAINING,01:23:00,5700,731,118,118,219,220,143,20,2,887.8831298194232
2024-11-27,Cristiano Ronaldo,FULL TRAINING,00:59:00,4405,289,88,12,100,241,310,26,1,453.9863407991284
2024.09.02,Gerard Butler,FULL TRAINING,01:05:00,7274,428,228,26,254,351,322,8,10,264.8460858475931
2024-10-05,Cristiano Ronaldo,OFFICIAL MATCH,01:44:00,10826,818,678,677,1062,366,425,33,26,966.6887825040274
2024-07-07,Robert Downey Jr.,FULL TRAINING,01:15:00,3889,287,148,14,163,380,394,26,4,614.3042846539379
2025-05-24,Chris Hemsworth,OFFICIAL MATCH,01:39:00,10800,1733,885,384,1270,489,451,24,101,1586.810810737777
2024-10-13,Chris Hemsworth,OFFICIAL MATCH,01:07:00,6514,1622,593,67,660,418,432,16,108,1160.673036743601
2024-09-02,Adam Sandler,FULL TRAINING,01:06:00,9563,990,211,12,223,234,253,9,2,638.6659747121349
2024-07-02,Justin Timberlake,FULL TRAINING,01:34:00,3792,520,370,74,444,243,134,30,7,993.7420122537678
2025-03-19,Mark Wahlberg,FULL TRAINING,01:22:00,8706,1298,302,17,320,285,128,18,6,759.839258356331
2024-09-12,Chris Hemsworth,FULL TRAINING,00:58:00,2158,2373,102,27,130,203,310,15,70,736.3355857554873
2025-04-03,Mark Wahlberg,FULL TRAINING,01:12:00,4621,589,126,7,134,335,349,16,12,397.5926737599533
2024-11-01,Jamie Foxx,FULL TRAINING,01:22:00,6667,5724,28,27,50,266,296,28,28,688.202219419777
2025.04.21,Gerard Butler,FULL TRAINING,02:03:00,11409,976,976,36,1012,128,71,12,20,966.9288973842083
2024-12-14,Chris Hemsworth,OFFICIAL MATCH,01:39:00,11246,1339,976,90,1066,434,385,13,48,899.552341428608
2024-06-29,Ryan Reynolds,OFFICIAL MATCH,01:45:00,10623,2307,751,108,860,743,637,15,11,1327.5184435246063
2024-11-25,Robert Downey Jr.,FULL TRAINING,01:34:00,7570,414,78,6,84,385,305,18,0,818.2286913325495
2024-10-13,Jason Momoa,OFFICIAL MATCH,00:53:00,5412,2199,769,190,960,425,415,11,23,260.32833461251437
2024-07-13,Mark Wahlberg,OFFICIAL MATCH,01:40:00,11556,1968,513,153,667,539,588,27,67,1298.4408223137013
2024-09-17,George Clooney,FULL TRAINING,01:37:00,10000,280,280,1,281,256,292,29,1,749.262069122203
2025-05-24,Gerard Butler,OFFICIAL MATCH,01:39:00,12061,1672,645,549,1195,413,415,37,102,1423.099108665135
2024-08-27,Gerard Butler,FULL TRAINING,01:21:00,8222,290,120,7,127,247,318,19,5,709.2890343075015
2024-10-11,Jason Momoa,FULL TRAINING,01:02:00,5215,1170,222,7,229,232,464,17,62,186.07695436161424
2024-08-10,George Clooney,OFFICIAL MATCH,01:40:00,12902,1352,410,121,532,390,336,30,41,848.1595589396165
2024-07-29,Usain Bolt,FULL TRAINING,01:08:00,5982,630,629,63,693,271,266,9,32,955.3639780393682
2024-07-29,Ryan Reynolds,FULL TRAINING,00:50:00,4630,509,34,7,42,103,48,10,7,631.4289029129061
2025-04-26,George Clooney,OFFICIAL MATCH,01:16:00,7550,2469,982,470,1453,599,943,8,33,1359.2723416659687
2024-07-10,Gerard Butler,FULL TRAINING,01:36:00,10887,748,88,37,125,425,473,21,53,497.08996126474153
2025.02.12,Jason Momoa,FULL TRAINING,01:20:00,4455,683,122,7,130,178,213,31,61,855.12519789067
2024-07-29,George Clooney,FULL TRAINING,01:23:00,9722,667,666,4,670,83,0,13,0,668.8388614749911
2024-09-19,Jason Momoa,FULL TRAINING,01:12:00,8488,238,77,17,94,370,396,5,6,809.6491881064967
2025-03-12,Ryan Reynolds,FULL TRAINING,01:20:00,4012,1222,145,6,152,228,130,23,1,1021.0909619855502
2024-07-10,John Cena,FULL TRAINING,00:50:00,2577,846,47,8,55,260,400,11,26,235.15964115375488
2024-08-03,Jason Momoa,OFFICIAL MATCH,01:18:00,8908,1566,544,70,614,566,542,12,33,715.3649607036184
2024-11-14,Jason Momoa,FULL TRAINING,01:12:00,2823,765,16,6,23,210,55,8,7,650.3389080750003
2024-09-18,Justin Timberlake,FULL TRAINING,01:12:00,5279,1218,262,40,302,202,340,18,3,247.05760857149846
2024-07-02,Ryan Reynolds,FULL TRAINING,01:33:00,2994,1419,203,202,355,266,363,15,4,508.7848939704795
2024-08-31,Chris Hemsworth,OFFICIAL MATCH,01:42:00,10378,1553,253,234,487,314,440,40,28,793.5335749325085
2025-02-05,Jason Momoa,FULL TRAINING,01:34:00,7358,781,65,52,118,224,114,27,16,669.5419935833221
2025.02.13,Mark Wahlberg,FULL TRAINING,01:43:00,7343,152,92,5,98,353,229,49,28,365.3269761284146
2024-07-16,Gerard Butler,FULL TRAINING,01:42:00,8860,1214,1214,7,1222,259,258,6,41,800.2256017712918
2024-10-16,Robert Downey Jr.,FULL TRAINING,00:59:00,7296,208,207,12,220,101,125,4,10,1016.3822678101737
2024-07-27,Robert Downey Jr.,OFFICIAL MATCH,01:36:00,9847,2180,1309,187,1497,549,471,38,70,1116.0350037540434
2024-06-28,Robert Downey Jr.,FULL TRAINING,01:48:00,7565,1367,141,38,179,373,417,12,4,916.5810633855149
2024.12.12,Adam Sandler,FULL TRAINING,01:11:00,5293,3083,133,19,153,352,495,5,23,342.152038078842
2024-08-30,Justin Timberlake,FULL TRAINING,01:15:00,7859,2056,138,37,176,174,230,8,3,617.6588676588457
2024.10.16,Usain Bolt,FULL TRAINING,00:45:00,108,440,134,51,185,264,220,11,9,656.657731338787
2025.04.03,Adam Sandler,FULL TRAINING,01:30:00,7392,1307,336,20,356,288,213,20,6,1081.1303594207004
2024-07-30,Robert Downey Jr.,FULL TRAINING,01:21:00,8011,1321,316,7,323,144,182,11,0,712.0566748517732
2025-02-27,Chris Hemsworth,FULL TRAINING,00:44:00,6053,471,359,15,374,211,309,23,12,813.6498612461926
2025-04-09,Adam Sandler,FULL TRAINING,00:58:00,5515,638,637,28,666,382,495,42,15,14.5429095124382
2024-07-29,Robert Downey Jr.,FULL TRAINING,01:05:00,11160,421,34,8,43,123,103,5,2,713.0085478042714
2024-10-24,Jamie Foxx,FULL TRAINING,01:23:00,5286,213,126,122,249,109,9,6,2,398.2891147366772
2025-05-23,Vin Diesel,FULL TRAINING,01:31:00,10809,459,109,70,180,199,114,10,6,685.2311592358276
2025-03-25,Cristiano Ronaldo,FULL TRAINING,02:06:00,9723,1415,172,43,216,263,376,8,20,884.2794235328907
2024.07.06,Gerard Butler,OFFICIAL MATCH,01:32:00,9974,1595,484,195,679,625,404,21,35,1159.9458497008147
2025-04-01,John Cena,FULL TRAINING,01:25:00,6289,157,76,75,134,302,294,59,6,772.8625477540975
2025-01-27,Chris Hemsworth,FULL TRAINING,01:39:00,2793,532,532,15,547,286,259,40,41,656.173089928273
2024.09.04,Leonardo DiCaprio,FULL TRAINING,01:08:00,6943,812,63,13,77,162,71,6,5,943.0005625755716
2025-02-24,Justin Timberlake,FULL TRAINING,01:12:00,5802,1559,366,45,411,241,224,15,7,729.8778131833984
2024-08-03,Gerard Butler,OFFICIAL MATCH,00:57:00,6753,1089,911,910,1766,455,437,36,10,1383.358517854017
2025-01-09,Jason Momoa,FULL TRAINING,01:47:00,8751,280,148,15,164,418,361,35,14,631.3078057955638
2024.07.31,Adam Sandler,FULL TRAINING,01:00:00,5702,197,86,85,165,459,608,7,3,422.7394360521576
2024-10-16,Adam Sandler,FULL TRAINING,01:03:00,7140,640,310,14,324,203,131,14,10,690.0293633012423
2024-12-14,George Clooney,OFFICIAL MATCH,01:39:00,10545,819,818,102,921,536,565,18,77,1491.967824766392
2025-05-05,Ryan Reynolds,FULL TRAINING,01:10:00,3234,653,139,41,181,398,326,8,10,404.90911853803505
2024-11-21,John Cena,FULL TRAINING,01:06:00,6824,242,100,26,126,269,293,10,9,811.5551052172148
2025.01.05,Gerard Butler,OFFICIAL MATCH,01:05:00,6993,1958,640,561,1201,748,965,67,181,1902.7564859934996
2024-12-12,Justin Timberlake,FULL TRAINING,00:59:00,4105,671,178,26,205,123,126,13,1,761.7143064677311
2024-07-20,Adam Sandler,OFFICIAL MATCH,00:56:00,6482,2022,902,296,1199,336,464,34,225,1132.1291784280645
2024-09-17,Adam Sandler,FULL TRAINING,01:21:00,6306,349,147,79,227,325,97,17,7,371.25179643065087
2024-10-21,John Cena,FULL TRAINING,01:39:00,5343,327,86,17,103,209,277,7,45,617.7806693264879
2025-05-05,Robert Downey Jr.,FULL TRAINING,01:03:00,7681,649,345,29,374,206,258,15,8,474.85828710857095
2025.01.27,Jamie Foxx,FULL TRAINING,01:57:00,9431,393,49,38,87,338,479,25,80,883.858413400668
2025-02-13,Jason Momoa,FULL TRAINING,01:27:00,4304,308,171,8,180,407,351,2,5,720.4826822467983
2024-09-10,Robert Downey Jr.,FULL TRAINING,01:22:00,9106,801,31,31,50,141,114,12,13,350.8328434874428
2025-03-01,Jamie Foxx,OFFICIAL MATCH,01:24:00,10585,2823,988,754,1743,515,631,52,43,1473.519498932247
2024.07.30,Ryan Reynolds,FULL TRAINING,01:19:00,9297,1513,116,2,118,242,211,2,4,284.50047004981127
2024.07.05,Jason Momoa,FULL TRAINING,01:21:00,7494,475,114,109,224,241,283,24,18,736.1435216524941
2024-10-21,Robert Downey Jr.,FULL TRAINING,00:53:00,3468,390,514,514,546,237,274,6,25,384.01573820802304
2025-02-24,Jamie Foxx,FULL TRAINING,01:06:00,1041,836,337,49,386,306,141,8,19,781.7062668242445
2024-07-16,Robert Downey Jr.,FULL TRAINING,00:56:00,7403,553,180,64,244,297,282,70,3,471.68652283256966
2024.07.09,Gerard Butler,FULL TRAINING,01:22:00,10920,1112,27,14,41,242,238,9,17,787.4408476040721
2025.03.19,Jamie Foxx,FULL TRAINING,00:58:00,6801,1002,78,4,83,258,249,71,13,820.9365538085401
2025-01-02,Vin Diesel,FULL TRAINING,01:17:00,1055,730,128,68,197,273,99,26,58,804.3527989474769
2024-08-30,Cristiano Ronaldo,FULL TRAINING,01:13:00,7779,294,172,26,199,222,165,22,3,367.09019098262786
2024-11-22,Robert Downey Jr.,FULL TRAINING,00:56:00,6329,548,167,99,267,119,102,7,4,616.9024022907975
2025-04-05,Usain Bolt,OFFICIAL MATCH,01:34:00,10393,2119,885,158,1044,556,503,38,31,1511.265303252289
2024-09-14,Robert Downey Jr.,OFFICIAL MATCH,01:37:00,9564,1835,419,59,479,345,201,14,7,987.6627556009985
2024-11-02,Leonardo DiCaprio,OFFICIAL MATCH,01:31:00,9012,1736,516,79,596,372,451,17,37,1141.940069251106
2025-04-23,Mark Wahlberg,FULL TRAINING,01:35:00,4920,265,264,165,430,268,277,32,8,959.11556877908
2024-11-19,Robert Downey Jr.,FULL TRAINING,01:14:00,7164,488,192,23,215,201,212,10,2,168.619205504771
2025-05-16,Usain Bolt,FULL TRAINING,01:38:00,5910,1340,170,31,201,270,305,38,4,480.72825340280167
2024-11-21,Gerard Butler,FULL TRAINING,01:09:00,4487,137,77,25,102,174,199,8,12,402.07221682923534
2024-09-22,Adam Sandler,OFFICIAL MATCH,01:32:00,11415,1374,391,332,724,357,383,62,70,1323.9182401739101
2025-02-15,John Cena,OFFICIAL MATCH,01:32:00,10049,2243,779,744,1524,623,631,6,62,1707.0971284643483
2025-04-11,Mark Wahlberg,FULL TRAINING,01:36:00,10129,608,422,18,440,226,261,14,17,1086.3476358761943
2024-11-04,Ryan Reynolds,FULL TRAINING,01:21:00,8192,680,42,41,84,207,232,4,10,840.2235229740345
2024-11-01,Usain Bolt,FULL TRAINING,01:23:00,6896,1042,169,8,178,232,277,4,5,186.6399988836464
2024-06-25,Jason Momoa,FULL TRAINING,01:40:00,9079,510,303,8,311,295,263,48,47,501.013298989002
2025.02.12,John Cena,FULL TRAINING,01:26:00,2622,762,761,27,788,296,313,55,5,1103.3684190380686
2025-02-06,Usain Bolt,FULL TRAINING,01:21:00,4738,1117,104,18,122,270,322,11,12,1026.286106842688
2025-03-29,Justin Timberlake,OFFICIAL MATCH,01:20:00,8930,1561,632,202,835,404,326,23,37,1393.8159782194389
2025-02-17,Adam Sandler,FULL TRAINING,01:28:00,3035,626,625,51,677,145,68,7,11,560.8148409043201
2025-04-15,John Cena,FULL TRAINING,01:46:00,4832,1145,123,8,131,225,316,8,41,834.2851373870375
2025-02-21,Adam Sandler,FULL TRAINING,00:56:00,4890,1122,193,2,195,219,248,61,11,853.7184344845055
2024.07.07,Jamie Foxx,FULL TRAINING,01:27:00,5980,626,235,121,356,202,135,40,24,539.9633325262388
2024-07-07,Jason Momoa,FULL TRAINING,01:34:00,10602,1677,335,67,402,285,197,31,40,552.742164839701
2024.11.04,Cristiano Ronaldo,FULL TRAINING,01:08:00,4696,927,302,18,320,112,21,1,0,0.0
2024.08.16,Cristiano Ronaldo,FULL TRAINING,01:23:00,7055,502,151,67,219,329,403,11,1,789.3631429274749
2024.06.26,Mark Wahlberg,FULL TRAINING,01:31:00,5354,617,400,14,415,291,234,10,42,944.7179267538679
2024-06-19,Jamie Foxx,FULL TRAINING,01:31:00,7738,688,129,79,208,244,326,27,0,524.8575828465167
2025-02-08,Justin Timberlake,OFFICIAL MATCH,01:29:00,8142,1776,804,633,1437,592,703,67,64,1199.96364564204
2024-11-05,Jamie Foxx,FULL TRAINING,00:44:00,4072,333,148,23,171,298,287,10,8,681.1511844232708
2025-03-03,Cristiano Ronaldo,FULL TRAINING,01:49:00,8538,938,406,51,457,365,363,12,7,889.5044855930084
2024-10-08,Robert Downey Jr.,FULL TRAINING,01:16:00,8413,169,323,323,351,153,110,15,3,297.2908398821759
2025-01-21,Vin Diesel,FULL TRAINING,01:52:00,9418,1847,154,89,244,378,371,14,10,342.96397171909206
2025-03-08,Gerard Butler,OFFICIAL MATCH,01:22:00,9444,1616,634,206,840,715,770,14,140,1210.206674266458
2025-01-11,John Cena,OFFICIAL MATCH,01:31:00,8757,2375,634,252,887,709,598,63,83,1445.8066930285124
2024-07-31,John Cena,FULL TRAINING,01:09:00,4450,367,366,5,372,186,120,13,2,609.5435029291035
2025-02-06,John Cena,FULL TRAINING,01:44:00,9013,1144,885,47,933,164,177,7,15,724.4873232452966
2024-11-23,Adam Sandler,OFFICIAL MATCH,01:38:00,10487,1459,380,117,498,343,323,45,55,1571.7820975613683
2025-04-15,George Clooney,FULL TRAINING,01:10:00,2968,635,253,252,377,180,221,9,11,480.843323873477
2025.01.06,Chris Hemsworth,FULL TRAINING,02:01:00,10222,617,158,40,198,364,358,34,10,167.20365021325597
2025-04-14,Jamie Foxx,FULL TRAINING,01:49:00,8459,320,105,32,137,289,304,5,33,913.168084946253
2024-10-26,Mark Wahlberg,OFFICIAL MATCH,01:36:00,11005,1442,743,742,1033,299,168,7,15,1221.4228635762952
2025-04-18,Gerard Butler,FULL TRAINING,01:43:00,8693,855,855,28,883,192,211,13,8,753.1148199579015
2025-01-09,Leonardo DiCaprio,FULL TRAINING,01:49:00,7436,756,755,52,807,292,258,22,32,1050.2310644858649
2024-08-27,Cristiano Ronaldo,FULL TRAINING,01:01:00,3770,666,102,72,175,354,392,13,4,300.9344279751974
2024.07.06,Robert Downey Jr.,OFFICIAL MATCH,01:30:00,10258,1765,531,303,835,527,657,21,91,1208.8196193573951
2025-04-25,Justin Timberlake,FULL TRAINING,00:56:00,4632,645,251,36,288,453,484,6,47,751.8352073343185
2024.09.09,Leonardo DiCaprio,FULL TRAINING,00:52:00,5791,1341,60,55,115,202,234,7,90,787.9082570790599
2025-03-05,Cristiano Ronaldo,FULL TRAINING,01:27:00,9265,629,176,22,198,288,267,26,4,645.5092421841107
2025-05-05,Jamie Foxx,FULL TRAINING,01:16:00,6609,330,162,9,171,369,270,13,3,390.33643680151204
2024-07-18,Gerard Butler,FULL TRAINING,01:20:00,9932,299,193,86,280,207,249,24,16,885.9642107325244
2025-03-04,Leonardo DiCaprio,FULL TRAINING,01:31:00,8865,1222,284,44,328,165,67,15,39,954.905894824348
2025-02-15,Ryan Reynolds,OFFICIAL MATCH,01:32:00,11107,1715,641,484,1125,600,620,30,55,1260.3953022648825
2025-01-22,Mark Wahlberg,FULL TRAINING,01:43:00,5126,840,295,27,322,341,299,10,21,965.9492853629081
2024-09-11,Ryan Reynolds,FULL TRAINING,01:39:00,5445,556,55,37,93,245,218,10,44,652.344514451051
2025-02-08,Usain Bolt,OFFICIAL MATCH,01:33:00,10585,1632,509,263,773,562,610,55,79,868.4269152615019
2024.10.08,George Clooney,FULL TRAINING,01:02:00,6024,1761,68,67,98,228,216,14,2,710.6135997201989
2024-07-06,Mark Wahlberg,OFFICIAL MATCH,01:38:00,7764,1987,833,186,1019,801,833,13,15,921.9394619970807
2025-04-11,Robert Downey Jr.,FULL TRAINING,01:53:00,6179,765,248,34,283,322,206,10,25,329.84682497864816
2024-10-22,Chris Hemsworth,FULL TRAINING,00:58:00,2286,395,211,2,213,278,365,48,38,799.170460378343
2025-05-15,Chris Hemsworth,FULL TRAINING,01:09:00,6909,875,77,25,103,382,449,15,12,401.03746007719974
2024-12-11,Gerard Butler,FULL TRAINING,01:03:00,9083,566,156,156,205,264,407,4,163,479.05626124903495
2024-09-16,Robert Downey Jr.,FULL TRAINING,01:07:00,4970,891,188,46,235,228,270,5,1,644.7323393920694
2024-09-27,Jason Momoa,FULL TRAINING,01:03:00,4297,351,175,20,195,93,133,10,6,844.1188169551689
2024-09-28,George Clooney,OFFICIAL MATCH,01:39:00,11403,866,359,258,618,410,331,65,12,1072.1443546981118
2025-03-25,John Cena,FULL TRAINING,01:25:00,8466,370,309,46,356,341,453,15,89,350.7667041835539
2025.04.16,Ryan Reynolds,FULL TRAINING,01:21:00,4300,525,91,10,101,330,221,12,52,561.1278727219753
2024.08.13,Ryan Reynolds,FULL TRAINING,01:17:00,4338,1114,140,81,221,255,362,4,16,506.50942212199567
2025.03.15,Robert Downey Jr.,OFFICIAL MATCH,01:34:00,9598,2119,421,421,804,479,634,41,138,791.6777492279614
2024-11-13,Mark Wahlberg,FULL TRAINING,00:23:00,4011,544,65,4,69,234,72,6,9,614.3567241842557
2024-11-05,George Clooney,FULL TRAINING,00:59:00,6100,229,156,77,233,236,188,19,24,599.0245990530906
2025.01.29,Ryan Reynolds,FULL TRAINING,01:36:00,8044,1139,505,9,515,176,210,40,27,364.1324974535931
2025-04-10,Usain Bolt,FULL TRAINING,01:57:00,11144,1225,108,49,158,259,100,16,29,594.4311965941313
2024-10-03,Robert Downey Jr.,FULL TRAINING,01:36:00,4439,221,220,10,231,155,273,10,1,350.67002947878404
2025-02-07,Gerard Butler,FULL TRAINING,00:46:00,519,675,152,34,187,320,302,12,27,1093.0075598814128
2024.11.05,Usain Bolt,FULL TRAINING,01:05:00,4766,1192,1191,14,1206,116,113,2,3,1029.9826882226364
2024.09.05,Adam Sandler,FULL TRAINING,00:34:00,2917,294,293,17,311,166,262,6,42,502.34667885885256
2024-12-06,Ryan Reynolds,FULL TRAINING,00:56:00,2903,284,88,87,165,188,142,10,2,127.09707712863138
2024.12.02,Jason Momoa,FULL TRAINING,01:30:00,8830,933,74,28,102,150,166,2,3,771.736415004408
2024-10-31,Adam Sandler,FULL TRAINING,01:06:00,5826,631,103,29,132,178,201,32,61,184.65011802146444
